ICD-10 113 Cause List,ICD-10 113 Cause List Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Suicide,GR113-124,Nevada,32,Male,M,35-44 years,35-44,1227,3605533,34
Suicide,GR113-124,Nevada,32,Male,M,45-54 years,45-54,1451,3349432,43.3
Suicide,GR113-124,Nevada,32,Male,M,55-64 years,55-64,1197,2705913,44.2
Suicide,GR113-124,Nevada,32,Male,M,65-74 years,65-74,788,1798814,43.8
Suicide,GR113-124,Nevada,32,Male,M,75-84 years,75-84,604,836678,72.2
Suicide,GR113-124,Nevada,32,Male,M,85+ years,85+,204,197881,103.1
Suicide,GR113-124,New Hampshire,33,Female,F,15-24 years,15-24,69,1624824,4.2
Suicide,GR113-124,New Hampshire,33,Female,F,25-34 years,25-34,106,1434825,7.4
Suicide,GR113-124,New Hampshire,33,Female,F,35-44 years,35-44,158,1814698,8.7
Suicide,GR113-124,New Hampshire,33,Female,F,45-54 years,45-54,193,1990887,9.7
Suicide,GR113-124,New Hampshire,33,Female,F,55-64 years,55-64,120,1562114,7.7
Suicide,GR113-124,New Hampshire,33,Female,F,65-74 years,65-74,63,971132,6.5
Suicide,GR113-124,New Hampshire,33,Female,F,75-84 years,75-84,27,619197,4.4
Suicide,GR113-124,New Hampshire,33,Male,M,5-14 years,14-May,20,1612714,1.2
Suicide,GR113-124,New Hampshire,33,Male,M,15-24 years,15-24,334,1681586,19.9
Suicide,GR113-124,New Hampshire,33,Male,M,25-34 years,25-34,386,1449220,26.6
Suicide,GR113-124,New Hampshire,33,Male,M,35-44 years,35-44,481,1783810,27
Suicide,GR113-124,New Hampshire,33,Male,M,45-54 years,45-54,615,1962972,31.3
Suicide,GR113-124,New Hampshire,33,Male,M,55-64 years,55-64,425,1526712,27.8
Suicide,GR113-124,New Hampshire,33,Male,M,65-74 years,65-74,201,893678,22.5
Suicide,GR113-124,New Hampshire,33,Male,M,75-84 years,75-84,146,454602,32.1
Suicide,GR113-124,New Hampshire,33,Male,M,85+ years,85+,79,142343,55.5
Suicide,GR113-124,New Jersey,34,Female,F,5-14 years,14-May,28,10764294,0.3
Suicide,GR113-124,New Jersey,34,Female,F,15-24 years,15-24,289,10164283,2.8
Suicide,GR113-124,New Jersey,34,Female,F,25-34 years,25-34,365,10783508,3.4
Suicide,GR113-124,New Jersey,34,Female,F,35-44 years,35-44,503,12504441,4
Suicide,GR113-124,New Jersey,34,Female,F,45-54 years,45-54,622,12610851,4.9
Suicide,GR113-124,New Jersey,34,Female,F,55-64 years,55-64,431,9813224,4.4
Suicide,GR113-124,New Jersey,34,Female,F,65-74 years,65-74,200,6545448,3.1
Suicide,GR113-124,New Jersey,34,Female,F,75-84 years,75-84,136,4580546,3
Suicide,GR113-124,New Jersey,34,Female,F,85+ years,85+,53,2203383,2.4
Suicide,GR113-124,New Jersey,34,Male,M,5-14 years,14-May,45,11265924,0.4
Suicide,GR113-124,New Jersey,34,Male,M,15-24 years,15-24,1120,10787377,10.4
Suicide,GR113-124,New Jersey,34,Male,M,25-34 years,25-34,1398,10822421,12.9
Suicide,GR113-124,New Jersey,34,Male,M,35-44 years,35-44,1786,12119527,14.7
Suicide,GR113-124,New Jersey,34,Male,M,45-54 years,45-54,2108,11973471,17.6
Suicide,GR113-124,New Jersey,34,Male,M,55-64 years,55-64,1494,8958645,16.7
Suicide,GR113-124,New Jersey,34,Male,M,65-74 years,65-74,758,5393861,14.1
Suicide,GR113-124,New Jersey,34,Male,M,75-84 years,75-84,620,3059609,20.3
Suicide,GR113-124,New Jersey,34,Male,M,85+ years,85+,282,997084,28.3
Suicide,GR113-124,New Mexico,35,Female,F,5-14 years,14-May,26,2619332,1
Suicide,GR113-124,New Mexico,35,Female,F,15-24 years,15-24,210,2644025,7.9
Suicide,GR113-124,New Mexico,35,Female,F,25-34 years,25-34,222,2402718,9.2
Suicide,GR113-124,New Mexico,35,Female,F,35-44 years,35-44,313,2463844,12.7
Suicide,GR113-124,New Mexico,35,Female,F,45-54 years,45-54,402,2616183,15.4
Suicide,GR113-124,New Mexico,35,Female,F,55-64 years,55-64,272,2248925,12.1
Suicide,GR113-124,New Mexico,35,Female,F,65-74 years,65-74,122,1518469,8
Suicide,GR113-124,New Mexico,35,Female,F,75-84 years,75-84,49,901158,5.4
Suicide,GR113-124,New Mexico,35,Female,F,85+ years,85+,23,374699,6.1
Suicide,GR113-124,New Mexico,35,Male,M,5-14 years,14-May,66,2713803,2.4
Suicide,GR113-124,New Mexico,35,Male,M,15-24 years,15-24,993,2806745,35.4
Suicide,GR113-124,New Mexico,35,Male,M,25-34 years,25-34,1058,2478451,42.7
Suicide,GR113-124,New Mexico,35,Male,M,35-44 years,35-44,1005,2424857,41.4
Suicide,GR113-124,New Mexico,35,Male,M,45-54 years,45-54,1019,2501139,40.7
Suicide,GR113-124,New Mexico,35,Male,M,55-64 years,55-64,730,2081008,35.1
Suicide,GR113-124,New Mexico,35,Male,M,65-74 years,65-74,502,1363237,36.8
Suicide,GR113-124,New Mexico,35,Male,M,75-84 years,75-84,378,708620,53.3
Suicide,GR113-124,New Mexico,35,Male,M,85+ years,85+,165,206602,79.9
Suicide,GR113-124,New York,36,Female,F,5-14 years,14-May,75,22785345,0.3
Suicide,GR113-124,New York,36,Female,F,15-24 years,15-24,680,24976659,2.7
Suicide,GR113-124,New York,36,Female,F,25-34 years,25-34,872,26143878,3.3
Suicide,GR113-124,New York,36,Female,F,35-44 years,35-44,1031,26652406,3.9
Suicide,GR113-124,New York,36,Female,F,45-54 years,45-54,1362,26875826,5.1
Suicide,GR113-124,New York,36,Female,F,55-64 years,55-64,991,21712680,4.6
Suicide,GR113-124,New York,36,Female,F,65-74 years,65-74,495,14627788,3.4
Suicide,GR113-124,New York,36,Female,F,75-84 years,75-84,317,10018056,3.2
Suicide,GR113-124,New York,36,Female,F,85+ years,85+,148,4913841,3
Suicide,GR113-124,New York,36,Male,M,5-14 years,14-May,132,23837594,0.6
Suicide,GR113-124,New York,36,Male,M,15-24 years,15-24,2667,25766430,10.4
Suicide,GR113-124,New York,36,Male,M,25-34 years,25-34,3286,25517923,12.9
Suicide,GR113-124,New York,36,Male,M,35-44 years,35-44,3881,25663678,15.1
Suicide,GR113-124,New York,36,Male,M,45-54 years,45-54,4458,25260972,17.6
Suicide,GR113-124,New York,36,Male,M,55-64 years,55-64,3217,19465711,16.5
Suicide,GR113-124,New York,36,Male,M,65-74 years,65-74,1801,11916331,15.1
Suicide,GR113-124,New York,36,Male,M,75-84 years,75-84,1283,6683383,19.2
Suicide,GR113-124,New York,36,Male,M,85+ years,85+,523,2208336,23.7
Suicide,GR113-124,North Carolina,37,Female,F,5-14 years,14-May,44,11320612,0.4
Suicide,GR113-124,North Carolina,37,Female,F,15-24 years,15-24,436,11673983,3.7
Suicide,GR113-124,North Carolina,37,Female,F,25-34 years,25-34,676,11876711,5.7
Suicide,GR113-124,North Carolina,37,Female,F,35-44 years,35-44,1103,12610455,8.7
Suicide,GR113-124,North Carolina,37,Female,F,45-54 years,45-54,1312,12490467,10.5
Suicide,GR113-124,North Carolina,37,Female,F,55-64 years,55-64,881,10367235,8.5
Suicide,GR113-124,North Carolina,37,Female,F,65-74 years,65-74,383,7124666,5.4
Suicide,GR113-124,North Carolina,37,Female,F,75-84 years,75-84,166,4366801,3.8
Suicide,GR113-124,North Carolina,37,Female,F,85+ years,85+,62,1856768,3.3
Suicide,GR113-124,North Carolina,37,Male,M,5-14 years,14-May,140,11834727,1.2
Suicide,GR113-124,North Carolina,37,Male,M,15-24 years,15-24,2161,12393694,17.4
Suicide,GR113-124,North Carolina,37,Male,M,25-34 years,25-34,2692,11752319,22.9
Suicide,GR113-124,North Carolina,37,Male,M,35-44 years,35-44,3100,12240848,25.3
Suicide,GR113-124,North Carolina,37,Male,M,45-54 years,45-54,3266,11830109,27.6
Suicide,GR113-124,North Carolina,37,Male,M,55-64 years,55-64,2403,9386375,25.6
Suicide,GR113-124,North Carolina,37,Male,M,65-74 years,65-74,1632,5999196,27.2
Suicide,GR113-124,North Carolina,37,Male,M,75-84 years,75-84,1083,2947545,36.7
Suicide,GR113-124,North Carolina,37,Male,M,85+ years,85+,407,788861,51.6
Suicide,GR113-124,North Dakota,38,Female,F,15-24 years,15-24,56,996479,5.6
Suicide,GR113-124,North Dakota,38,Female,F,25-34 years,25-34,66,790693,8.3
Suicide,GR113-124,North Dakota,38,Female,F,35-44 years,35-44,59,776828,7.6
Suicide,GR113-124,North Dakota,38,Female,F,45-54 years,45-54,69,855266,8.1
Suicide,GR113-124,North Dakota,38,Female,F,55-64 years,55-64,37,698882,5.3
Suicide,GR113-124,North Dakota,38,Female,F,65-74 years,65-74,13,481367,0
Suicide,GR113-124,North Dakota,38,Female,F,75-84 years,75-84,10,368012,0
Suicide,GR113-124,North Dakota,38,Male,M,5-14 years,14-May,10,836603,0
Suicide,GR113-124,North Dakota,38,Male,M,15-24 years,15-24,348,1119021,31.1
Suicide,GR113-124,North Dakota,38,Male,M,25-34 years,25-34,307,895100,34.3
Suicide,GR113-124,North Dakota,38,Male,M,35-44 years,35-44,262,822659,31.8
Suicide,GR113-124,North Dakota,38,Male,M,45-54 years,45-54,282,889051,31.7
Suicide,GR113-124,North Dakota,38,Male,M,55-64 years,55-64,198,721672,27.4
Suicide,GR113-124,North Dakota,38,Male,M,65-74 years,65-74,85,442115,19.2
Suicide,GR113-124,North Dakota,38,Male,M,75-84 years,75-84,76,272322,27.9
Suicide,GR113-124,North Dakota,38,Male,M,85+ years,85+,31,101266,30.6
Suicide,GR113-124,Ohio,39,Female,F,5-14 years,14-May,71,14368781,0.5
Suicide,GR113-124,Ohio,39,Female,F,15-24 years,15-24,578,14731059,3.9
Suicide,GR113-124,Ohio,39,Female,F,25-34 years,25-34,718,13886935,5.2
Suicide,GR113-124,Ohio,39,Female,F,35-44 years,35-44,1099,15016265,7.3
Suicide,GR113-124,Ohio,39,Female,F,45-54 years,45-54,1292,16000596,8.1
Suicide,GR113-124,Ohio,39,Female,F,55-64 years,55-64,852,13181836,6.5
Suicide,GR113-124,Ohio,39,Female,F,65-74 years,65-74,370,8962774,4.1
Suicide,GR113-124,Ohio,39,Female,F,75-84 years,75-84,174,6207988,2.8
Suicide,GR113-124,Ohio,39,Female,F,85+ years,85+,71,2849732,2.5
Suicide,GR113-124,Ohio,39,Male,M,5-14 years,14-May,192,15029983,1.3
Suicide,GR113-124,Ohio,39,Male,M,15-24 years,15-24,2740,15185267,18
Suicide,GR113-124,Ohio,39,Male,M,25-34 years,25-34,3488,13818162,25.2
Suicide,GR113-124,Ohio,39,Male,M,35-44 years,35-44,3786,14738494,25.7
Suicide,GR113-124,Ohio,39,Male,M,45-54 years,45-54,4110,15456421,26.6
Suicide,GR113-124,Ohio,39,Male,M,55-64 years,55-64,2939,12294408,23.9
Suicide,GR113-124,Ohio,39,Male,M,65-74 years,65-74,1713,7578907,22.6
Suicide,GR113-124,Ohio,39,Male,M,75-84 years,75-84,1443,4226530,34.1
Suicide,GR113-124,Ohio,39,Male,M,85+ years,85+,562,1276581,44
Suicide,GR113-124,Oklahoma,40,Female,F,5-14 years,14-May,27,4707003,0.6
Suicide,GR113-124,Oklahoma,40,Female,F,15-24 years,15-24,277,4926455,5.6
Suicide,GR113-124,Oklahoma,40,Female,F,25-34 years,25-34,394,4576096,8.6
Suicide,GR113-124,Oklahoma,40,Female,F,35-44 years,35-44,493,4564983,10.8
Suicide,GR113-124,Oklahoma,40,Female,F,45-54 years,45-54,596,4735120,12.6
Suicide,GR113-124,Oklahoma,40,Female,F,55-64 years,55-64,354,4032584,8.8
Suicide,GR113-124,Oklahoma,40,Female,F,65-74 years,65-74,144,2840660,5.1
Suicide,GR113-124,Oklahoma,40,Female,F,75-84 years,75-84,73,1821314,4
Suicide,GR113-124,Oklahoma,40,Female,F,85+ years,85+,23,791921,2.9
Suicide,GR113-124,Oklahoma,40,Male,M,5-14 years,14-May,90,4939904,1.8
Suicide,GR113-124,Oklahoma,40,Male,M,15-24 years,15-24,1288,5257597,24.5
Suicide,GR113-124,Oklahoma,40,Male,M,25-34 years,25-34,1662,4729399,35.1
Suicide,GR113-124,Oklahoma,40,Male,M,35-44 years,35-44,1713,4595607,37.3
Suicide,GR113-124,Oklahoma,40,Male,M,45-54 years,45-54,1658,4629285,35.8
Suicide,GR113-124,Oklahoma,40,Male,M,55-64 years,55-64,1182,3770513,31.3
Suicide,GR113-124,Oklahoma,40,Male,M,65-74 years,65-74,730,2459244,29.7
Suicide,GR113-124,Oklahoma,40,Male,M,75-84 years,75-84,564,1312570,43
Suicide,GR113-124,Oklahoma,40,Male,M,85+ years,85+,200,374806,53.4
Suicide,GR113-124,Oregon,41,Female,F,5-14 years,14-May,32,4434964,0.7
Suicide,GR113-124,Oregon,41,Female,F,15-24 years,15-24,235,4673086,5
Suicide,GR113-124,Oregon,41,Female,F,25-34 years,25-34,302,4780434,6.3
Suicide,GR113-124,Oregon,41,Female,F,35-44 years,35-44,529,4831344,10.9
Suicide,GR113-124,Oregon,41,Female,F,45-54 years,45-54,730,5074137,14.4
Suicide,GR113-124,Oregon,41,Female,F,55-64 years,55-64,438,4407562,9.9
Suicide,GR113-124,Oregon,41,Female,F,65-74 years,65-74,207,2889614,7.2
Suicide,GR113-124,Oregon,41,Female,F,75-84 years,75-84,125,1837317,6.8
Suicide,GR113-124,Oregon,41,Female,F,85+ years,85+,53,906561,5.8
Suicide,GR113-124,Oregon,41,Male,M,5-14 years,14-May,51,4647375,1.1
Suicide,GR113-124,Oregon,41,Male,M,15-24 years,15-24,1072,4882514,22
Suicide,GR113-124,Oregon,41,Male,M,25-34 years,25-34,1357,4955430,27.4
Suicide,GR113-124,Oregon,41,Male,M,35-44 years,35-44,1578,4926615,32
Suicide,GR113-124,Oregon,41,Male,M,45-54 years,45-54,1838,4971828,37
Suicide,GR113-124,Oregon,41,Male,M,55-64 years,55-64,1432,4181814,34.2
Suicide,GR113-124,Oregon,41,Male,M,65-74 years,65-74,888,2621053,33.9
Suicide,GR113-124,Oregon,41,Male,M,75-84 years,75-84,755,1399281,54
Suicide,GR113-124,Oregon,41,Male,M,85+ years,85+,372,470860,79
Suicide,GR113-124,Pennsylvania,42,Female,F,5-14 years,14-May,73,14618606,0.5
Suicide,GR113-124,Pennsylvania,42,Female,F,15-24 years,15-24,610,15911250,3.8
Suicide,GR113-124,Pennsylvania,42,Female,F,25-34 years,25-34,784,14654596,5.3
Suicide,GR113-124,Pennsylvania,42,Female,F,35-44 years,35-44,1195,16273987,7.3
Suicide,GR113-124,Pennsylvania,42,Female,F,45-54 years,45-54,1542,17677678,8.7
Suicide,GR113-124,Pennsylvania,42,Female,F,55-64 years,55-64,1005,14740709,6.8
Suicide,GR113-124,Pennsylvania,42,Female,F,65-74 years,65-74,391,10469192,3.7
Suicide,GR113-124,Pennsylvania,42,Female,F,75-84 years,75-84,225,7825090,2.9
Suicide,GR113-124,Pennsylvania,42,Female,F,85+ years,85+,85,3801772,2.2
Suicide,GR113-124,Pennsylvania,42,Male,M,5-14 years,14-May,167,15328366,1.1
Suicide,GR113-124,Pennsylvania,42,Male,M,15-24 years,15-24,2916,16447296,17.7
Suicide,GR113-124,Pennsylvania,42,Male,M,25-34 years,25-34,3539,14755248,24
Suicide,GR113-124,Pennsylvania,42,Male,M,35-44 years,35-44,4293,15985560,26.9
Suicide,GR113-124,Pennsylvania,42,Male,M,45-54 years,45-54,5111,17139322,29.8
Suicide,GR113-124,Pennsylvania,42,Male,M,55-64 years,55-64,3632,13793115,26.3
Suicide,GR113-124,Pennsylvania,42,Male,M,65-74 years,65-74,2026,8827260,23
Suicide,GR113-124,Pennsylvania,42,Male,M,75-84 years,75-84,1674,5280889,31.7
Suicide,GR113-124,Pennsylvania,42,Male,M,85+ years,85+,635,1687720,37.6
Suicide,GR113-124,Rhode Island,44,Female,F,15-24 years,15-24,38,1480571,2.6
Suicide,GR113-124,Rhode Island,44,Female,F,25-34 years,25-34,53,1287596,4.1
Suicide,GR113-124,Rhode Island,44,Female,F,35-44 years,35-44,91,1419998,6.4
Suicide,GR113-124,Rhode Island,44,Female,F,45-54 years,45-54,123,1504236,8.2
Suicide,GR113-124,Rhode Island,44,Female,F,55-64 years,55-64,73,1196297,6.1
Suicide,GR113-124,Rhode Island,44,Female,F,65-74 years,65-74,28,800115,3.5
Suicide,GR113-124,Rhode Island,44,Female,F,75-84 years,75-84,15,614268,0
Suicide,GR113-124,Rhode Island,44,Male,M,15-24 years,15-24,173,1495264,11.6
Suicide,GR113-124,Rhode Island,44,Male,M,25-34 years,25-34,229,1273051,18
Suicide,GR113-124,Rhode Island,44,Male,M,35-44 years,35-44,315,1362163,23.1
Suicide,GR113-124,Rhode Island,44,Male,M,45-54 years,45-54,370,1414496,26.2
Suicide,GR113-124,Rhode Island,44,Male,M,55-64 years,55-64,240,1105131,21.7
Suicide,GR113-124,Rhode Island,44,Male,M,65-74 years,65-74,91,670923,13.6
Suicide,GR113-124,Rhode Island,44,Male,M,75-84 years,75-84,65,403700,16.1
Suicide,GR113-124,Rhode Island,44,Male,M,85+ years,85+,34,141568,24
Suicide,GR113-124,South Carolina,45,Female,F,5-14 years,14-May,30,5499849,0.5
Suicide,GR113-124,South Carolina,45,Female,F,15-24 years,15-24,192,5892751,3.3
Suicide,GR113-124,South Carolina,45,Female,F,25-34 years,25-34,341,5647128,6
Suicide,GR113-124,South Carolina,45,Female,F,35-44 years,35-44,471,5894104,8
Suicide,GR113-124,South Carolina,45,Female,F,45-54 years,45-54,683,6116695,11.2
Suicide,GR113-124,South Carolina,45,Female,F,55-64 years,55-64,492,5324086,9.2
Suicide,GR113-124,South Carolina,45,Female,F,65-74 years,65-74,202,3719156,5.4
Suicide,GR113-124,South Carolina,45,Female,F,75-84 years,75-84,88,2154523,4.1
Suicide,GR113-124,South Carolina,45,Female,F,85+ years,85+,24,881350,2.7
Suicide,GR113-124,South Carolina,45,Male,M,5-14 years,14-May,69,5721205,1.2
Suicide,GR113-124,South Carolina,45,Male,M,15-24 years,15-24,1142,6162199,18.5
Suicide,GR113-124,South Carolina,45,Male,M,25-34 years,25-34,1418,5556863,25.5
Suicide,GR113-124,South Carolina,45,Male,M,35-44 years,35-44,1554,5666049,27.4
Suicide,GR113-124,South Carolina,45,Male,M,45-54 years,45-54,1680,5708373,29.4
Suicide,GR113-124,South Carolina,45,Male,M,55-64 years,55-64,1340,4773581,28.1
Suicide,GR113-124,South Carolina,45,Male,M,65-74 years,65-74,823,3192929,25.8
Suicide,GR113-124,South Carolina,45,Male,M,75-84 years,75-84,565,1501877,37.6
Suicide,GR113-124,South Carolina,45,Male,M,85+ years,85+,171,379058,45.1
Suicide,GR113-124,South Dakota,46,Female,F,5-14 years,14-May,24,1033904,2.3
Suicide,GR113-124,South Dakota,46,Female,F,15-24 years,15-24,105,1079509,9.7
Suicide,GR113-124,South Dakota,46,Female,F,25-34 years,25-34,73,925307,7.9
Suicide,GR113-124,South Dakota,46,Female,F,35-44 years,35-44,85,944471,9
Suicide,GR113-124,South Dakota,46,Female,F,45-54 years,45-54,92,1020647,9
Suicide,GR113-124,South Dakota,46,Female,F,55-64 years,55-64,50,851578,5.9
Suicide,GR113-124,South Dakota,46,Female,F,65-74 years,65-74,19,587373,0
Suicide,GR113-124,South Dakota,46,Female,F,75-84 years,75-84,13,431053,0
Suicide,GR113-124,South Dakota,46,Male,M,5-14 years,14-May,34,1090752,3.1
Suicide,GR113-124,South Dakota,46,Male,M,15-24 years,15-24,438,1155117,37.9
Suicide,GR113-124,South Dakota,46,Male,M,25-34 years,25-34,347,985294,35.2
Suicide,GR113-124,South Dakota,46,Male,M,35-44 years,35-44,317,978326,32.4
Suicide,GR113-124,South Dakota,46,Male,M,45-54 years,45-54,351,1044003,33.6
Suicide,GR113-124,South Dakota,46,Male,M,55-64 years,55-64,221,857288,25.8
Suicide,GR113-124,South Dakota,46,Male,M,65-74 years,65-74,134,541762,24.7
Suicide,GR113-124,South Dakota,46,Male,M,75-84 years,75-84,91,324522,28
Suicide,GR113-124,South Dakota,46,Male,M,85+ years,85+,38,113151,33.6
Suicide,GR113-124,Tennessee,47,Female,F,5-14 years,14-May,28,7595664,0.4
Suicide,GR113-124,Tennessee,47,Female,F,15-24 years,15-24,293,7893021,3.7
Suicide,GR113-124,Tennessee,47,Female,F,25-34 years,25-34,548,7936610,6.9
Suicide,GR113-124,Tennessee,47,Female,F,35-44 years,35-44,797,8335503,9.6
Suicide,GR113-124,Tennessee,47,Female,F,45-54 years,45-54,967,8520495,11.3
Suicide,GR113-124,Tennessee,47,Female,F,55-64 years,55-64,643,7146853,9
Suicide,GR113-124,Tennessee,47,Female,F,65-74 years,65-74,251,4903589,5.1
Suicide,GR113-124,Tennessee,47,Female,F,75-84 years,75-84,98,3018814,3.2
Suicide,GR113-124,Tennessee,47,Female,F,85+ years,85+,41,1281928,3.2
Suicide,GR113-124,Tennessee,47,Male,M,5-14 years,14-May,75,7958828,0.9
Suicide,GR113-124,Tennessee,47,Male,M,15-24 years,15-24,1586,8124552,19.5
Suicide,GR113-124,Tennessee,47,Male,M,25-34 years,25-34,2215,7845327,28.2
Suicide,GR113-124,Tennessee,47,Male,M,35-44 years,35-44,2578,8114500,31.8
Suicide,GR113-124,Tennessee,47,Male,M,45-54 years,45-54,2616,8096785,32.3
Suicide,GR113-124,Tennessee,47,Male,M,55-64 years,55-64,1988,6576931,30.2
Suicide,GR113-124,Tennessee,47,Male,M,65-74 years,65-74,1327,4206179,31.5
Suicide,GR113-124,Tennessee,47,Male,M,75-84 years,75-84,888,2041026,43.5
Suicide,GR113-124,Tennessee,47,Male,M,85+ years,85+,299,546717,54.7
Suicide,GR113-124,Texas,48,Female,F,5-14 years,14-May,154,34053664,0.5
Suicide,GR113-124,Texas,48,Female,F,15-24 years,15-24,1302,33245249,3.9
Suicide,GR113-124,Texas,48,Female,F,25-34 years,25-34,1805,33306520,5.4
Suicide,GR113-124,Texas,48,Female,F,35-44 years,35-44,2222,32953325,6.7
Suicide,GR113-124,Texas,48,Female,F,45-54 years,45-54,2657,30620196,8.7
Suicide,GR113-124,Texas,48,Female,F,55-64 years,55-64,1641,23354187,7
Suicide,GR113-124,Texas,48,Female,F,65-74 years,65-74,661,14928082,4.4
Suicide,GR113-124,Texas,48,Female,F,75-84 years,75-84,362,9009694,4
Suicide,GR113-124,Texas,48,Female,F,85+ years,85+,108,3811624,2.8
Suicide,GR113-124,Texas,48,Male,M,5-14 years,14-May,361,35526410,1
Suicide,GR113-124,Texas,48,Male,M,15-24 years,15-24,6188,35404964,17.5
Suicide,GR113-124,Texas,48,Male,M,25-34 years,25-34,7226,34138863,21.2
Suicide,GR113-124,Texas,48,Male,M,35-44 years,35-44,7397,32909191,22.5
Suicide,GR113-124,Texas,48,Male,M,45-54 years,45-54,7620,30074006,25.3
Suicide,GR113-124,Texas,48,Male,M,55-64 years,55-64,5393,21910688,24.6
Suicide,GR113-124,Texas,48,Male,M,65-74 years,65-74,3177,12935877,24.6
Suicide,GR113-124,Texas,48,Male,M,75-84 years,75-84,2342,6465109,36.2
Suicide,GR113-124,Texas,48,Male,M,85+ years,85+,994,1837590,54.1
Suicide,GR113-124,Utah,49,Female,F,5-14 years,14-May,27,4166219,0.6
Suicide,GR113-124,Utah,49,Female,F,15-24 years,15-24,242,4303123,5.6
Suicide,GR113-124,Utah,49,Female,F,25-34 years,25-34,342,3751578,9.1
Suicide,GR113-124,Utah,49,Female,F,35-44 years,35-44,444,3131465,14.2
Suicide,GR113-124,Utah,49,Female,F,45-54 years,45-54,402,2733577,14.7
Suicide,GR113-124,Utah,49,Female,F,55-64 years,55-64,252,2118365,11.9
Suicide,GR113-124,Utah,49,Female,F,65-74 years,65-74,77,1359602,5.7
Suicide,GR113-124,Utah,49,Female,F,75-84 years,75-84,33,833462,4
Suicide,GR113-124,Utah,49,Female,F,85+ years,85+,10,347719,0
Suicide,GR113-124,Utah,49,Male,M,5-14 years,14-May,78,4404859,1.8
Suicide,GR113-124,Utah,49,Male,M,15-24 years,15-24,1219,4406063,27.7
Suicide,GR113-124,Utah,49,Male,M,25-34 years,25-34,1384,3923457,35.3
Suicide,GR113-124,Utah,49,Male,M,35-44 years,35-44,1254,3240288,38.7
Suicide,GR113-124,Utah,49,Male,M,45-54 years,45-54,1171,2736433,42.8
Suicide,GR113-124,Utah,49,Male,M,55-64 years,55-64,758,2044160,37.1
Suicide,GR113-124,Utah,49,Male,M,65-74 years,65-74,387,1231495,31.4
Suicide,GR113-124,Utah,49,Male,M,75-84 years,75-84,270,665691,40.6
Suicide,GR113-124,Utah,49,Male,M,85+ years,85+,106,202336,52.4
Suicide,GR113-124,Vermont,50,Female,F,15-24 years,15-24,40,824978,4.8
Suicide,GR113-124,Vermont,50,Female,F,25-34 years,25-34,40,673100,5.9
Suicide,GR113-124,Vermont,50,Female,F,35-44 years,35-44,62,815830,7.6
Suicide,GR113-124,Vermont,50,Female,F,45-54 years,45-54,95,938835,10.1
Suicide,GR113-124,Vermont,50,Female,F,55-64 years,55-64,66,779606,8.5
Suicide,GR113-124,Vermont,50,Female,F,65-74 years,65-74,27,494210,5.5
Suicide,GR113-124,Vermont,50,Female,F,75-84 years,75-84,11,315657,0
Suicide,GR113-124,Vermont,50,Male,M,15-24 years,15-24,167,876451,19.1
Suicide,GR113-124,Vermont,50,Male,M,25-34 years,25-34,212,668939,31.7
Suicide,GR113-124,Vermont,50,Male,M,35-44 years,35-44,245,790110,31
Suicide,GR113-124,Vermont,50,Male,M,45-54 years,45-54,290,905517,32
Suicide,GR113-124,Vermont,50,Male,M,55-64 years,55-64,226,760927,29.7
Suicide,GR113-124,Vermont,50,Male,M,65-74 years,65-74,142,454845,31.2
Suicide,GR113-124,Vermont,50,Male,M,75-84 years,75-84,100,232200,43.1
